,endereço,bairro,point_location,latitude,longitude
5307,"R. Rio de Janeiro, 314 - Higienópolis, São Paulo - SP, 01240-010, Brazil",Higienópolis,"23 32m 35.2162s S, 46 39m 45.7819s W",-23.5431111,-46.6626637
5308,"Condomínio Edifício Fonte Azul - Av. Rebouças, 1185 - Jardim America, São Paulo - SP, 05401-150, Brazil",Jardim America,"23 33m 40.7671s S, 46 40m 22.7525s W",-23.5612434,-46.6729236
5309,"Condomínio Edifício Serromar - R. Bertioga, 280 - Vila da Saúde, São Paulo - SP, 04141-100, Brazil",Vila da Saúde,"23 36m 38.6852s S, 46 38m 4.53012s W",-23.610737,-46.6345663
5310,"R. Joaquim Antunes, 987 - Pinheiros, São Paulo - SP, 05415-012, Brazil",Pinheiros,"23 33m 38.6579s S, 46 41m 3.59016s W",-23.5607121,-46.684254
5311,"R. Jaspe, 57 - Aclimação, São Paulo - SP, 01531-060, Brazil",Aclimação,"23 34m 14.2338s S, 46 37m 56.1374s W",-23.5706968,-46.6322246
5312,"R. Cipriano Barata, 2412 - Ipiranga, São Paulo - SP, 04205-002, Brazil",Ipiranga,"23 35m 27.7426s S, 46 36m 18.2099s W",-23.5910766,-46.6050788
5313,"R. João de Sousa Dias, 520 - Campo Belo, São Paulo - SP, 04618-003, Brazil",Campo Belo,"23 37m 20.1878s S, 46 40m 22.2013s W",-23.6222485,-46.6728504
5314,"R. Cipriano Barata, 1844 - Ipiranga, São Paulo - SP, 04205-001, Brazil",Ipiranga,"23 35m 9.35124s S, 46 36m 20.1042s W",-23.5860423,-46.6055113
5315,"R. Ceará, 22 - Consolação, São Paulo - SP, 01243-010, Brazil",Consolação,"23 32m 43.4627s S, 46 39m 39.2292s W",-23.5453577,-46.6607687
5316,"Rua Aracaju, 66 - Higienópolis, São Paulo - SP, 01240-030, Brazil",Higienópolis,"23 32m 33.1231s S, 46 39m 34.4588s W",-23.542532,-46.659572
5317,"Av. Francisco Matarazzo, 1752 22º andar (Salas 2208, 2209 2210 - Água Branca, São Paulo - SP, 05001-200, Brazil",Água Branca,"23 31m 30.9148s S, 46 40m 45.2093s W",-23.525228,-46.679219
5318,"R. Luís Antônio dos Santos, 240 - Santa Teresinha, São Paulo - SP, 02460-000, Brazil",Santa Teresinha,"23 29m 31.2947s S, 46 38m 8.43036s W",-23.4919997,-46.6357248
5319,"Condomínio Edifício Mont Rochelle - R. Sampaio Viana, 323 - Paraíso, São Paulo - SP, 04004-001, Brazil",Paraíso,"23 34m 26.256s S, 46 38m 48.7687s W",-23.57396,-46.6468802
5320,"R. São Sebastião, 75 - Vila da Saúde, São Paulo - SP, 04144-060, Brazil",Vila da Saúde,"23 37m 6.2328s S, 46 38m 18.3869s W",-23.618514,-46.638441
5321,"R. Dr. Albuquerque Lins, 902 - Santa Cecilia, São Paulo - SP, 01230-001, Brazil",Santa Cecilia,"23 32m 16.4728s S, 46 39m 27.6145s W",-23.5379507,-46.657564
5322,"R. Luisiania, 433 - Brooklin, São Paulo - SP, 04560-021, Brazil",Brooklin,"23 36m 34.2724s S, 46 40m 51.5575s W",-23.6095201,-46.6809882
5323,"R. Pascal, 1195 - Campo Belo, São Paulo - SP, 04616-004, Brazil",Campo Belo,"23 37m 18.1243s S, 46 40m 13.5959s W",-23.6217892,-46.6705102
5324,"R. Prof. José Horácio Meirelles Teixeira, 538 - Vila Suzana, São Paulo - SP, 05630-130, Brazil",Vila Suzana,"23 36m 41.3478s S, 46 44m 2.52348s W",-23.6114844,-46.7340657
5325,"R. Bueno Brandão, 230 - Moema, São Paulo - SP, 04509-021, Brazil",Moema,"23 35m 27.3973s S, 46 40m 11.7156s W",-23.590906,-46.6700843
5326,"R. Palestina, 573 - Vila Mascote, São Paulo - SP, 04362-030, Brazil",Vila Mascote,"23 38m 41.6882s S, 46 40m 14.3224s W",-23.6449119,-46.6707482
5327,"Rua Dona Maria Pera, 82 - São Judas, São Paulo - SP, 04303-140, Brazil",São Judas,"23 37m 32.0322s S, 46 38m 17.1506s W",-23.6255411,-46.6380016
5328,"Condomínio Edif Frigia - R. Caconde, 261 - Jardim Paulista, São Paulo - SP, 01425-011, Brazil",Jardim Paulista,"23 34m 26.3413s S, 46 39m 33.8825s W",-23.573962,-46.6593811
5329,"R. da Mata, 173 - Itaim Bibi, São Paulo - SP, 04531-020, Brazil",Itaim Bibi,"23 34m 49.5736s S, 46 40m 32.623s W",-23.5804391,-46.675727
5330,"Av. Jacutinga, 1207 - Indianópolis, São Paulo - SP, 04515-030, Brazil",Indianópolis,"23 36m 13.1522s S, 46 39m 53.8996s W",-23.6035064,-46.664971
5331,"R. Itapicuru, 125 - Perdizes, São Paulo - SP, 05006-000, Brazil",Perdizes,"23 32m 13.8167s S, 46 39m 57.2537s W",-23.5370043,-46.6658583
5332,"Av. Prof. Fonseca Rodrigues, 196 - Alto de Pinheiros, São Paulo - SP, 05461-010, Brazil",Alto de Pinheiros,"23 33m 6.18732s S, 46 42m 38.2921s W",-23.5517865,-46.7107371
5333,"R. Pascal, 245 - Campo Belo, São Paulo - SP, 04616-001, Brazil",Campo Belo,"23 36m 58.0968s S, 46 40m 38.7091s W",-23.6162728,-46.6773877
5334,"R. Morgado de Mateus, 482 - Vila Mariana, São Paulo - SP, 04015-051, Brazil",Vila Mariana,"23 35m 11.9245s S, 46 38m 47.9926s W",-23.5867449,-46.6466532
5335,"R. Dr. Diogo de Faria, 917 - Vila Clementino, São Paulo - SP, 04037-003, Brazil",Vila Clementino,"23 35m 44.8649s S, 46 38m 43.8792s W",-23.5957325,-46.6455162
5336,"Av. Mascote, 1168 - Vila Mascote, São Paulo - SP, 04363-001, Brazil",Vila Mascote,"23 38m 43.1959s S, 46 40m 14.7493s W",-23.6453798,-46.6707087
5337,"Rua Morais de Barros, 687 - Campo Belo, São Paulo - SP, 04614-001, Brazil",Campo Belo,"23 37m 0.32232s S, 46 40m 18.1747s W",-23.6167962,-46.6717346
5338,"R. Oscar Freire, 1753 - Pinheiros, São Paulo - SP, 05409-011, Brazil",Pinheiros,"23 33m 25.5388s S, 46 40m 28.3184s W",-23.5571187,-46.6743532
5339,"R. Azevedo Soares, 425 - Vila Gomes Cardim, São Paulo - SP, 03322-000, Brazil",Vila Gomes Cardim,"23 32m 59.7127s S, 46 34m 21.4237s W",-23.5499937,-46.5726259
5340,"R. Batataes, 243 - Jardim Paulista, São Paulo - SP, 01423-010, Brazil",Jardim Paulista,"23 34m 17.4072s S, 46 39m 22.9932s W",-23.5714021,-46.6563277
5341,"Av. Padre Antônio José dos Santos, 78 - Cidade Monções, São Paulo - SP, 04563-000, Brazil",Cidade Monções,"23 36m 54.2848s S, 46 40m 48.9126s W",-23.6150791,-46.6802535
5342,"Av. Pedroso de Morais, 25 - Pinheiros, São Paulo - SP, 05419-000, Brazil",Pinheiros,"23 34m 9.02388s S, 46 41m 16.3111s W",-23.5691506,-46.6878472
5343,"Condomimio Edifício Betti - Rua Bartira, 177 - Perdizes, São Paulo - SP, 05009-000, Brazil",Perdizes,"23 32m 23.1504s S, 46 40m 12.7574s W",-23.5397469,-46.6701964
5344,"Rua Cayowaá, 759 - cj. 102 - Perdizes, São Paulo - SP, 05018-001, Brazil",Perdizes,"23 32m 7.63188s S, 46 40m 52.6944s W",-23.535386,-46.681424
5345,"Condomínio Edifício Glasgow Park - R. Fernandes Moreira, 570 - Chácara Santo Antônio (Zona Sul), São Paulo - SP, 04716-001, Brazil",Chácara Santo Antônio (Zona Sul),"23 37m 59.7641s S, 46 42m 1.3572s W",-23.6332678,-46.700377
5346,"R. Marcus Pereira, 228 - Vila Suzana, São Paulo - SP, 05642-020, Brazil",Vila Suzana,"23 37m 20.7646s S, 46 44m 8.10312s W",-23.6224819,-46.7355498
5347,"Rua Coronel Melo de Oliveira, 226 - Pompeia, São Paulo - SP, 05011-040, Brazil",Pompeia,"23 32m 1.6278s S, 46 41m 3.40332s W",-23.5338594,-46.6843133
5348,"R. Rio Grande, 434 - Vila Mariana, São Paulo - SP, 04018-001, Brazil",Vila Mariana,"23 35m 18.1352s S, 46 38m 33.5936s W",-23.5883775,-46.6426004
5349,"R. Tiquatira, 499 - Bosque da Saúde, São Paulo - SP, 04137-111, Brazil",Bosque da Saúde,"23 36m 40.154s S, 46 37m 17.1322s W",-23.6112391,-46.6213643
5350,"Condomínio Edifício Santa Cecilia - R. Conselheiro Brotero, 686 - Santa Cecilia, São Paulo - SP, 01232-010, Brazil",Santa Cecilia,"23 31m 57.014s S, 46 39m 32.5534s W",-23.5325039,-46.6590426
5351,"Condomínio Edifício Juquitiba - R. Mário, 276 - Vila Romana, São Paulo - SP, 05048-010, Brazil",Vila Romana,"23 31m 51.888s S, 46 41m 50.2354s W",-23.53108,-46.6972876
5352,"R. Pascal, 882 - Campo Belo, São Paulo - SP, 04616-002, Brazil",Campo Belo,"23 37m 12.3204s S, 46 40m 21.9788s W",-23.6201447,-46.6727019
5353,"Av. Conselheiro Rodrigues Alves, 948 - Vila Mariana, São Paulo - SP, 04014-002, Brazil",Vila Mariana,"23 35m 7.7586s S, 46 38m 49.0517s W",-23.5854885,-46.6469588
5354,"R. João Moura, 1298 - Pinheiros, São Paulo - SP, 05412-003, Brazil",Pinheiros,"23 33m 17.0323s S, 46 40m 53.5782s W",-23.5547374,-46.6816791
5355,"Av. Itaboraí, 811 - Bosque da Saúde, São Paulo - SP, 04141-020, Brazil",Bosque da Saúde,"23 36m 32.7672s S, 46 37m 50.7778s W",-23.609169,-46.6307021
5356,"R. Bianchi Bertoldi, 168 - Pinheiros, São Paulo - SP, 05422-070, Brazil",Pinheiros,"23 34m 6.02652s S, 46 41m 27.1108s W",-23.5683949,-46.6909768
5357,"R. Marília, 43 - Jardim Paulista, São Paulo - SP, 01420-020, Brazil",Jardim Paulista,"23 33m 55.6376s S, 46 39m 14.9087s W",-23.565423,-46.6541762
5358,"R. República do Togo, 121 - Butanta, São Paulo - SP, 05537-090, Brazil",Jardim Peri Peri,"23 35m 5.1324s S, 46 44m 5.69796s W",-23.5847859,-46.734931
5359,"R. Dr. Veiga Filho, 595 - Santa Cecilia, São Paulo - SP, 01229-001, Brazil",Santa Cecilia,"23 32m 20.9774s S, 46 39m 39.5978s W",-23.539018,-46.6610299
5360,"R. dos Heliotrópios, 145 - Mirandópolis, São Paulo - SP, 04052-030, Brazil",Mirandópolis,"23 36m 32.7874s S, 46 38m 25.9656s W",-23.6091469,-46.6405537
5361,"Condomínio Edifício Mediterranee - R. Itapiru, 347 - Vila da Saúde, São Paulo - SP, 04143-010, Brazil",Vila da Saúde,"23 36m 54.8204s S, 46 38m 8.07936s W",-23.6152413,-46.6356126
5362,"R. Artur Prado, 403 - Bela Vista, São Paulo - SP, 01322-000, Brazil",Bela Vista,"23 33m 50.0854s S, 46 38m 35.7968s W",-23.5639087,-46.6434509
5363,"Rua Apinajés, 1730 - Sumaré, São Paulo - SP, 01258-000, Brazil",Sumaré,"23 32m 41.4013s S, 46 41m 8.4192s W",-23.5448732,-46.6856086
5364,"R. Francisco Leitão, 629 - Pinheiros, São Paulo - SP, 54140-025, Brazil",Pinheiros,"23 33m 34.5812s S, 46 40m 56.707s W",-23.5594143,-46.6824274
5365,"R. Afonso de Freitas, 321 - sala 81 - Paraíso, São Paulo - SP, 04006-051, Brazil",Paraíso,"23 34m 32.3335s S, 46 38m 42.2419s W",-23.5756008,-46.645089
5366,"R. Sousa Ramos, 382 - Vila Mariana, São Paulo - SP, 04120-080, Brazil",Vila Mariana,"23 35m 38.1822s S, 46 37m 54.7475s W",-23.5939395,-46.6318743
5367,"R. Fábia, 31 - Vila Romana, São Paulo - SP, 05051-030, Brazil",Vila Romana,"23 31m 37.9844s S, 46 41m 29.3604s W",-23.527228,-46.6914462
5368,"R. Joel Jorge de Melo, 608 - Vila Mariana, São Paulo - SP, 04128-081, Brazil",Vila Mariana,"23 36m 8.52768s S, 46 38m 1.62132s W",-23.6023435,-46.6337356
5369,"R. Afonso de Freitas, 399 - Paraíso, São Paulo - SP, 04006-051, Brazil",Paraíso,"23 34m 32.8004s S, 46 38m 44.4498s W",-23.5757549,-46.6456345
5370,"Condomínio Edifício Jamil Ashcar - Av. do Café, 33 - Jabaquara, São Paulo - SP, 04313, Brazil",Jabaquara,"23 38m 10.1152s S, 46 38m 26.8411s W",-23.6361431,-46.6407892
5371,"Condomínio Edifício Porto Belo - Alameda Joaquim Eugênio de Lima, 1329 - Jardim Paulista, São Paulo - SP, 01403-003, Brazil",Jardim Paulista,"23 34m 18.188s S, 46 39m 22.3646s W",-23.5717098,-46.6562225
5372,"Rua Apinajés, 1450 - Sumaré, São Paulo - SP, 01258-000, Brazil",Sumaré,"23 32m 33.958s S, 46 41m 2.66496s W",-23.5428105,-46.6840613
5373,"Condomínio Edifício Martha Helena - R. Sampaio Viana, 195 - Paraíso, São Paulo - SP, 04004-000, Brazil",Paraíso,"23 34m 24.8077s S, 46 38m 44.2579s W",-23.5735245,-46.6456358
5374,"Rua Gaspar Lourenço, 191 - Vila Mariana, São Paulo - SP, 04107-001, Brazil",Vila Mariana,"23 34m 53.166s S, 46 38m 4.52796s W",-23.5814572,-46.6346049
5375,"Alameda Casa Branca, 1008 - Jardim Paulista, São Paulo - SP, 01408-000, Brazil",Jardim Paulista,"23 34m 6.52116s S, 46 39m 45.5213s W",-23.5685282,-46.6624489
5376,"Condomínio Edifício Casablanca - Alameda Lorena, 1307 - Jardim Paulista, São Paulo - SP, 01424-005, Brazil",Jardim Paulista,"23 33m 55.1812s S, 46 39m 52.047s W",-23.5653079,-46.6644368
5377,"Rua França Carvalho, 130 - Água Rasa, São Paulo - SP, 03182-070, Brazil",Água Rasa,"23 33m 41.6635s S, 46 35m 27.2353s W",-23.5615796,-46.5907995
5378,"R. Bahia, 684 - Higienópolis, São Paulo - SP, 01244-000, Brazil",Higienópolis,"23 32m 56.1592s S, 46 39m 39.6029s W",-23.5489256,-46.6608544
5379,"Av. Rouxinol, 762 - Moema, São Paulo - SP, 04516-001, Brazil",Moema,"23 36m 18.4878s S, 46 40m 6.15468s W",-23.6051605,-46.6682652
5380,"R. Copacabana, 420 - Chora Menino, São Paulo - SP, 02461-000, Brazil",Chora Menino,"23 29m 33.6167s S, 46 38m 19.5522s W",-23.4928426,-46.6388056
5381,"R. Oscar Freire, 465 - Cerqueira César, São Paulo - SP, 01426-001, Brazil",Cerqueira César,"23 33m 57.1536s S, 46 39m 57.8308s W",-23.5658878,-46.6660724
5382,"Av. Rebouças, 1490 - Cerqueira César, São Paulo - SP, 05402-100, Brazil",Cerqueira César,"23 33m 45.1908s S, 46 40m 32.3198s W",-23.5625676,-46.675619
5383,"Condomínio Edifício Plaza Athenee - R. Henrique Martins, 641 - Jardim Paulista, São Paulo - SP, 01435-010, Brazil",Jardim Paulista,"23 34m 54.4058s S, 46 40m 4.22256s W",-23.5817729,-46.6678376
5384,"Praça Santa Terezinha, 239 - Vila Azevedo, São Paulo - SP, 03308-070, Brazil",Vila Azevedo,"23 32m 28.0738s S, 46 34m 13.8472s W",-23.5411133,-46.5705257
5385,"R. do Arraial, 176 - Vila Mariana, São Paulo - SP, 04122-030, Brazil",Vila Mariana,"23 36m 13.6692s S, 46 37m 16.1339s W",-23.603786,-46.621122
5386,"Av. Conselheiro Rodrigues Alves, 231 - Vila Mariana, São Paulo - SP, 04014-010, Brazil",Vila Mariana,"23 34m 58.6456s S, 46 38m 26.0041s W",-23.582999,-46.6405663
5387,"Av. Escola Politécnica, 942 - Vila Progredior, São Paulo - SP, 05350-000, Brazil",Vila Progredior,"23 33m 19.0789s S, 46 44m 15.7261s W",-23.5553804,-46.7377458
5388,"R. Barão de Santa Branca, 12 - Parque Colonial, São Paulo - SP, 04611-010, Brazil",Parque Colonial,"23 37m 7.1166s S, 46 39m 52.1489s W",-23.6187205,-46.6645516
5389,"Av. Onze de Junho, 643 - Vila Clementino, São Paulo - SP, 04041-052, Brazil",Vila Clementino,"23 36m 6.43176s S, 46 38m 35.1128s W",-23.6016294,-46.6431151
5390,"Rua Gama Lobo, 1565 - Vila Dom Pedro I, São Paulo - SP, 04269-001, Brazil",Vila Dom Pedro I,"23 35m 51.7096s S, 46 36m 43.0873s W",-23.5976942,-46.6119351
5391,"R. Dr. Nogueira Martins, 724 - Vila da Saúde, São Paulo - SP, 04143-020, Brazil",Vila da Saúde,"23 36m 49.8712s S, 46 37m 48.3917s W",-23.6137594,-46.6301418
5392,"R. Caiubi, 1497-1381 - Perdizes, São Paulo - SP, 05010-000, Brazil",Perdizes,"23 32m 3.9372s S, 46 40m 50.3195s W",-23.53439,-46.680685
5393,"Cond Edifício Turmalina - R. Ipero, 91 - Jardim das Bandeiras, São Paulo - SP, 05439-020, Brazil",Jardim das Bandeiras,"23 32m 58.9384s S, 46 41m 20.314s W",-23.5497051,-46.6889761
5394,"R. Vieira De Moraes, 103 - Brooklin, São Paulo - SP, 04603-002, Brazil",Brooklin,"23 36m 59.0148s S, 46 40m 44.6952s W",-23.6165119,-46.6791327
5395,"Rua Adolfo Tabacow, 236 - Itaim Bibi, São Paulo - SP, 01453-040, Brazil",Itaim Bibi,"23 35m 3.51456s S, 46 41m 5.89524s W",-23.5843891,-46.6848337
5396,"Cond Edifício Mansao dos Pinheiros - Rua Morás, 588 - Pinheiros, São Paulo - SP, 05434-020, Brazil",Pinheiros,"23 33m 23.1034s S, 46 41m 36.294s W",-23.5565531,-46.6934319
5397,"Edifício Safira - R. Pitangueiras, 242 - Mirandópolis, São Paulo - SP, 04052-020, Brazil",Mirandópolis,"23 36m 38.3411s S, 46 38m 24.2023s W",-23.610663,-46.6399968
5398,"R. Minerva, 223-61 - Perdizes, São Paulo - SP, 05007-030, Brazil",Perdizes,"23 32m 0.71916s S, 46 40m 20.6666s W",-23.5334738,-46.6723663
5399,"R. Ferreira de Araújo, 522 - Pinheiros, São Paulo - SP, 05428-001, Brazil",Pinheiros,"23 33m 43.943s S, 46 41m 53.1481s W",-23.5622081,-46.6980492
5400,"R. Fernandes Moreira, 1524 - Chácara Santo Antônio (Zona Sul), São Paulo - SP, 04716-003, Brazil",Chácara Santo Antônio (Zona Sul),"23 37m 42.5363s S, 46 42m 30.7804s W",-23.6284623,-46.7087046
5401,"R. Alves Guimarães, 218 - Pinheiros, São Paulo - SP, 05401-450, Brazil",Pinheiros,"23 33m 35.7901s S, 46 40m 30.2873s W",-23.559959,-46.675025
5402,"R. Bertioga, 273 - Chácara Inglesa, São Paulo - SP, 04141-100, Brazil",Chácara Inglesa,"23 36m 38.1712s S, 46 38m 3.87996s W",-23.6106397,-46.6344001
5403,"Rua Cayowaá, 1554 - Perdizes, São Paulo - SP, 01258-010, Brazil",Perdizes,"23 32m 28.27s S, 46 41m 8.39184s W",-23.541208,-46.685541
5404,"R. Jesuíno Pascoal, 91 - Consolação, São Paulo - SP, 01224-050, Brazil",Consolação,"23 32m 27.3181s S, 46 38m 59.0338s W",-23.5409306,-46.6496595
5405,"R. Bahia, 393 - Jardim São Paulo, São Paulo - SP, 14850-000, Brazil",Jardim São Paulo,"23 32m 47.1667s S, 46 39m 36.1562s W",-23.5463333,-46.6601799
5406,"Av. Dr. Altino Arantes, 859 - Vila Clementino, São Paulo - SP, 04042-034, Brazil",Vila Clementino,"23 36m 10.0206s S, 46 38m 42.7837s W",-23.6028163,-46.6452904
5407,"R. dos Caetés, 690 - Pompeia, São Paulo - SP, 05016-081, Brazil",Pompeia,"23 32m 22.052s S, 46 40m 34.6447s W",-23.5394845,-46.6761725
5408,"Av. Angélica, 738 - Santa Cecilia, São Paulo - SP, 01228-000, Brazil",Santa Cecilia,"23 32m 21.1409s S, 46 39m 18.6962s W",-23.5392287,-46.6550639
5409,"R. Barão de Jaceguai, 1274 - Campo Belo, São Paulo - SP, 04606-003, Brazil",Campo Belo,"23 37m 11.5921s S, 46 40m 27.215s W",-23.6199628,-46.6742938
5410,"Edifício Pamplona Flat Service - R. Pamplona, 1315 - Jardim Paulista, São Paulo - SP, 01405-003, Brazil",Jardim Paulista,"23 34m 6.53952s S, 46 39m 29.565s W",-23.5684786,-46.6582157
5411,"R. Benta Pereira, 315 - Santa Teresinha, São Paulo - SP, 02451-000, Brazil",Santa Teresinha,"23 29m 58.1248s S, 46 38m 31.0474s W",-23.499382,-46.6418727
5412,"R. Conselheiro Brotero, 1569 - Santa Cecilia, São Paulo - SP, 01232-011, Brazil",Santa Cecilia,"23 32m 24.023s S, 46 39m 40.8794s W",-23.5401032,-46.6615045
5413,"Rua Pintassilgo, 52 - Vila Uberabinha, São Paulo - SP, 04514-030, Brazil",Vila Uberabinha,"23 36m 2.19096s S, 46 40m 15.4049s W",-23.6006065,-46.6707791
5414,"R. Vicente Romano, 150 - Parque da Mooca, São Paulo - SP, 03124-050, Brazil",Parque da Mooca,"23 34m 20.0809s S, 46 35m 35.4073s W",-23.5722357,-46.593117
5415,"Alameda Joaquim Eugênio de Lima, 21 - Jardim Paulista, São Paulo - SP, 01403-001, Brazil",Jardim Paulista,"23 33m 46.7161s S, 46 38m 51.2837s W",-23.5629867,-46.647655
5416,"R. Dr. Amâncio de Carvalho, 459 - Vila Mariana, São Paulo - SP, 04012-090, Brazil",Vila Mariana,"23 35m 6.49788s S, 46 38m 51.3064s W",-23.5851697,-46.6475067
5417,"R. Lomas Valentinas, 285 - Vila da Saúde, São Paulo - SP, 04138-030, Brazil",Vila da Saúde,"23 36m 55.0519s S, 46 37m 42.6702s W",-23.6153488,-46.6285461
5418,"R. Fagundes Dias, 197 - Vila da Saúde, São Paulo - SP, 04055-000, Brazil",Vila da Saúde,"23 37m 1.7616s S, 46 38m 27.528s W",-23.6171795,-46.6410488
5419,"Rua Dr. José Áureo Bustamante, 250 - Santo Amaro, São Paulo - SP, 04710-090, Brazil",Santo Amaro,"23 37m 34.6836s S, 46 41m 46.5155s W",-23.626288,-46.6962981
5420,"R. Teodoro Sampaio, 1424a - Pinheiros, São Paulo - SP, 05406-100, Brazil",Pinheiros,"23 33m 39.5089s S, 46 41m 0.45708s W",-23.5610381,-46.6834188
5421,"R. Jacques Félix, 355 - Vila Nova Conceição, São Paulo - SP, 04509-001, Brazil",Vila Nova Conceição,"23 35m 29.0432s S, 46 40m 15.9852s W",-23.5913146,-46.6710656
5422,"Rua Cayowaá, 887 - Perdizes, São Paulo - SP, 05018-001, Brazil",Perdizes,"23 32m 10.7768s S, 46 40m 54.7673s W",-23.536284,-46.682031
5423,"R. Saint Hilaire, 116 - Jardim Paulista, São Paulo - SP, 01423-040, Brazil",Jardim Paulista,"23 34m 15.1363s S, 46 39m 14.2106s W",-23.5708966,-46.6539855
5424,"R. Oscar Freire, 1456 - Pinheiros, São Paulo - SP, 05409-010, Brazil",Pinheiros,"23 33m 33.0397s S, 46 40m 21.4306s W",-23.5592396,-46.67269
5425,"R. Wanderley, 1343 - Pompeia, São Paulo - SP, 05011-001, Brazil",Pompeia,"23 32m 15.2599s S, 46 40m 44.9814s W",-23.5375851,-46.6791543
5426,"Av. Itaboraí, 1168 - Bosque da Saúde, São Paulo - SP, 04135-001, Brazil",Bosque da Saúde,"23 36m 30.875s S, 46 37m 27.052s W",-23.6085075,-46.6241908
5427,"Condomínio Edifício das Acácias - R. Bacaetava, 65 - Cidade Monções, São Paulo - SP, 04705-010, Brazil",Cidade Monções,"23 37m 13.759s S, 46 41m 40.5942s W",-23.6204886,-46.6946095
5428,"R. Diego de Castilho, 111 - Jardim Fonte do Morumbi, São Paulo - SP, 05704-070, Brazil",Jardim Fonte do Morumbi,"23 37m 43.1944s S, 46 43m 17.5076s W",-23.6286733,-46.7214284
5429,"R. Baronesa de Bela Vista, 647 - Vila Congonhas, São Paulo - SP, 04612-002, Brazil",Vila Congonhas,"23 37m 24.5118s S, 46 39m 45.1969s W",-23.6234599,-46.6626455
5430,"R. Sabará, 96 - Higienópolis, São Paulo - SP, 01239-010, Brazil",Higienópolis,"23 32m 39.8828s S, 46 39m 13.4942s W",-23.544457,-46.6537496
5431,"Rua Peixoto Gomide, 1938 - 9o Andar - Cerqueira César, São Paulo - SP, 01409-002, Brazil",Cerqueira César,"23 34m 4.72908s S, 46 39m 52.7231s W",-23.5680016,-46.6646176
5432,"R. Paracatu, 553 - Parque Imperial, São Paulo - SP, 04302-021, Brazil",Parque Imperial,"23 37m 18.1585s S, 46 38m 9.83724s W",-23.6217939,-46.6360541
5433,"Condominio Edifício Vila Verde - R. Ouvidor Peleja, 779 - Vila da Saúde, São Paulo - SP, 04128-001, Brazil",Vila da Saúde,"23 36m 10.0087s S, 46 37m 44.1041s W",-23.6027874,-46.6289507
5434,"R. Coriolano, 982 - Vila Romana, São Paulo - SP, 05047-000, Brazil",Vila Romana,"23 31m 33.4574s S, 46 41m 42.1832s W",-23.5259604,-46.6950509
5435,"Av. Jandira, 659 - Indianópolis, São Paulo - SP, 04080-004, Brazil",Indianópolis,"23 36m 34.2306s S, 46 39m 33.0138s W",-23.609518,-46.659381
5436,"R. Pamplona, 410 - Jardim Paulista, São Paulo - SP, 01405-000, Brazil",Jardim Paulista,"23 33m 44.6569s S, 46 39m 8.54856s W",-23.5623089,-46.6524628
5437,"Alameda Afonso Schmidt, 63 - Cj 111 - Santa Teresinha, São Paulo - SP, 02450-000, Brazil",Santa Teresinha,"23 29m 59.3099s S, 46 38m 16.057s W",-23.499826,-46.6377662
5438,"R. Min. Ferreira Alves, 314 - Pompeia, São Paulo - SP, 05009-060, Brazil",Pompeia,"23 31m 51.227s S, 46 41m 0.024s W",-23.5308963,-46.6833398
5439,"R. Antônio Francisco da Costa Lisboa, 143 - Jardim Bonfiglioli, São Paulo - SP, 05593-050, Brazil",Jardim Bonfiglioli,"23 34m 57.2542s S, 46 44m 9.1302s W",-23.582563,-46.735766
5440,"R. Pensilvânia, 441 - Cidade Monções, São Paulo - SP, 04564-001, Brazil",Cidade Monções,"23 36m 49.9709s S, 46 41m 2.16096s W",-23.613824,-46.683842
5441,"Praça Dom Gastão Liberal Pinto, 19 - Jardim Paulista, São Paulo - SP, 04534-060, Brazil",Jardim Paulista,"23 35m 3.40836s S, 46 40m 11.9849s W",-23.584168,-46.669986
5442,"Av. São Gabriel, 339 - Jardim Paulista, São Paulo - SP, 01435-001, Brazil",Jardim Paulista,"23 34m 48.7816s S, 46 40m 15.1774s W",-23.5802159,-46.6708699
5443,"R. Nanuque, 311 - Vila Leopoldina, São Paulo - SP, 05302-031, Brazil",Vila Leopoldina,"23 31m 47.1018s S, 46 43m 36.3058s W",-23.5298032,-46.7268387
5444,"Alameda Joaquim Eugênio de Lima, 964 - Jardim Paulista, São Paulo - SP, 01403-000, Brazil",Jardim Paulista,"23 34m 9.42816s S, 46 39m 14.634s W",-23.5692885,-46.6541287
5445,"R. Clélia, 2170 - Lapa, São Paulo - SP, 05042-001, Brazil",Lapa,"23 31m 28.8196s S, 46 42m 13.423s W",-23.524667,-46.7037819
5446,"R. Baronesa de Itu, 610 - Santa Cecilia, São Paulo - SP, 01231-000, Brazil",Santa Cecilia,"23 32m 20.0738s S, 46 39m 31.5731s W",-23.5389348,-46.6586901
5447,"R. Jesuíno Arruda, 701 - Itaim Bibi, São Paulo - SP, 04532-082, Brazil",Itaim Bibi,"23 34m 58.3799s S, 46 40m 37.6496s W",-23.5828483,-46.6771342
5448,"R. Frei Vicente do Salvador, 367 - Santana, São Paulo - SP, 02019-000, Brazil",Santana,"23 29m 49.1831s S, 46 37m 43.2599s W",-23.4969251,-46.628676
5449,"R. Paranapanema, 50 - Vila da Saúde, São Paulo - SP, 04144-100, Brazil",Vila da Saúde,"23 37m 6.75012s S, 46 38m 12.6506s W",-23.6185453,-46.6367165
